# F0(1,2),  F0(1,1),  F0(3,4),  F0(3,3) ,  F0(5,6),  F0(5,5),  F0(1,6),  F0(2,6),  F0(3,6),  F0(4,6),  PHY/(2.D0*PI),  PHZ/(2.D0*PI),  SCUM,  NOEL,  R(1,6),  R(2,6),  R(3,6),  R(4,6)
  4.29381E-01   5.77414E-01  -1.32365E+00   6.40267E+00   9.84190E-35   5.19092-270  -4.95403E-03  -1.95462E-03   0.00000E+00   0.00000E+00   3.03194E-01   2.73899E-01   3.20243E+02      1 -6.73819E-03  -9.52645E-03   0.00000E+00   0.00000E+00
  4.15401E-01   5.73193E-01  -1.28406E+00   6.41570E+00   9.84190E-35   5.19092-270  -4.96364E-03  -1.89193E-03   0.00000E+00   0.00000E+00   3.04577E-01   2.74023E-01   3.20743E+02      1 -6.78567E-03  -9.47549E-03   0.00000E+00   0.00000E+00
  4.01476E-01   5.69112E-01  -1.24430E+00   6.42834E+00   9.84190E-35   5.19092-270  -4.97294E-03  -1.82939E-03   0.00000E+00   0.00000E+00   3.05969E-01   2.74147E-01   3.21243E+02      1 -6.83289E-03  -9.42493E-03   0.00000E+00   0.00000E+00
  3.87603E-01   5.65169E-01  -1.20437E+00   6.44057E+00   9.84190E-35   5.19092-270  -4.98193E-03  -1.76701E-03   0.00000E+00   0.00000E+00   3.07372E-01   2.74271E-01   3.21742E+02      1 -6.87987E-03  -9.37477E-03   0.00000E+00   0.00000E+00
  3.73780E-01   5.61365E-01  -1.16429E+00   6.45241E+00   9.84190E-35   5.19092-270  -4.99060E-03  -1.70477E-03   0.00000E+00   0.00000E+00   3.08784E-01   2.74394E-01   3.22242E+02      1 -6.92659E-03  -9.32500E-03   0.00000E+00   0.00000E+00
  3.60006E-01   5.57699E-01  -1.12406E+00   6.46384E+00   9.84190E-35   5.19092-270  -4.99897E-03  -1.64267E-03   0.00000E+00   0.00000E+00   3.10205E-01   2.74517E-01   3.22742E+02      1 -6.97306E-03  -9.27563E-03   0.00000E+00   0.00000E+00
  3.46279E-01   5.54170E-01  -1.08369E+00   6.47487E+00   9.84190E-35   5.19092-270  -5.00702E-03  -1.58071E-03   0.00000E+00   0.00000E+00   3.11636E-01   2.74640E-01   3.23241E+02      1 -7.01929E-03  -9.22663E-03   0.00000E+00   0.00000E+00
  3.32596E-01   5.50778E-01  -1.04317E+00   6.48550E+00   9.84190E-35   5.19092-270  -5.01477E-03  -1.51888E-03   0.00000E+00   0.00000E+00   3.13075E-01   2.74763E-01   3.23741E+02      1 -7.06527E-03  -9.17802E-03   0.00000E+00   0.00000E+00
  3.18957E-01   5.47522E-01  -1.00252E+00   6.49572E+00   9.84190E-35   5.19092-270  -5.02221E-03  -1.45717E-03   0.00000E+00   0.00000E+00   3.14524E-01   2.74886E-01   3.24241E+02      1 -7.11102E-03  -9.12978E-03   0.00000E+00   0.00000E+00
  3.05359E-01   5.44403E-01  -9.61734E-01   6.50554E+00   9.84190E-35   5.19092-270  -5.02933E-03  -1.39559E-03   0.00000E+00   0.00000E+00   3.15980E-01   2.75008E-01   3.24740E+02      1 -7.15652E-03  -9.08191E-03   0.00000E+00   0.00000E+00
  2.91801E-01   5.41419E-01  -9.20825E-01   6.51495E+00   9.84190E-35   5.19092-270  -5.03615E-03  -1.33412E-03   0.00000E+00   0.00000E+00   3.17445E-01   2.75130E-01   3.25240E+02      1 -7.20178E-03  -9.03440E-03   0.00000E+00   0.00000E+00
  2.78281E-01   5.38571E-01  -8.79797E-01   6.52394E+00   9.84190E-35   5.19092-270  -5.04267E-03  -1.27276E-03   0.00000E+00   0.00000E+00   3.18918E-01   2.75252E-01   3.25740E+02      1 -7.24681E-03  -8.98726E-03   0.00000E+00   0.00000E+00
  2.64798E-01   5.35857E-01  -8.38654E-01   6.53253E+00   9.84190E-35   5.19092-270  -5.04888E-03  -1.21150E-03   0.00000E+00   0.00000E+00   3.20399E-01   2.75374E-01   3.26240E+02      1 -7.29160E-03  -8.94047E-03   0.00000E+00   0.00000E+00
  2.51348E-01   5.33278E-01  -7.97402E-01   6.54071E+00   9.84190E-35   5.19092-270  -5.05478E-03  -1.15035E-03   0.00000E+00   0.00000E+00   3.21887E-01   2.75496E-01   3.26739E+02      1 -7.33616E-03  -8.89403E-03   0.00000E+00   0.00000E+00
  2.37932E-01   5.30834E-01  -7.56047E-01   6.54847E+00   9.84190E-35   5.19092-270  -5.06037E-03  -1.08929E-03   0.00000E+00   0.00000E+00   3.23382E-01   2.75617E-01   3.27239E+02      1 -7.38049E-03  -8.84794E-03   0.00000E+00   0.00000E+00
  2.24546E-01   5.28523E-01  -7.14593E-01   6.55582E+00   9.84190E-35   5.19092-270  -5.06567E-03  -1.02832E-03   0.00000E+00   0.00000E+00   3.24883E-01   2.75738E-01   3.27739E+02      1 -7.42459E-03  -8.80220E-03   0.00000E+00   0.00000E+00
  2.11189E-01   5.26346E-01  -6.73046E-01   6.56275E+00   9.84190E-35   5.19092-270  -5.07065E-03  -9.67440E-04   0.00000E+00   0.00000E+00   3.26391E-01   2.75860E-01   3.28238E+02      1 -7.46846E-03  -8.75679E-03   0.00000E+00   0.00000E+00
  1.97860E-01   5.24302E-01  -6.31412E-01   6.56927E+00   9.84190E-35   5.19092-270  -5.07534E-03  -9.06637E-04   0.00000E+00   0.00000E+00   3.27905E-01   2.75981E-01   3.28738E+02      1 -7.51210E-03  -8.71171E-03   0.00000E+00   0.00000E+00
  1.84557E-01   5.22391E-01  -5.89695E-01   6.57537E+00   9.84190E-35   5.19092-270  -5.07972E-03  -8.45910E-04   0.00000E+00   0.00000E+00   3.29425E-01   2.76102E-01   3.29238E+02      1 -7.55553E-03  -8.66696E-03   0.00000E+00   0.00000E+00
  1.71277E-01   5.20613E-01  -5.47902E-01   6.58106E+00   9.84190E-35   5.19092-270  -5.08379E-03  -7.85252E-04   0.00000E+00   0.00000E+00   3.30950E-01   2.76223E-01   3.29737E+02      1 -7.59872E-03  -8.62254E-03   0.00000E+00   0.00000E+00
  1.58020E-01   5.18968E-01  -5.06038E-01   6.58632E+00   9.84190E-35   5.19092-270  -5.08756E-03  -7.24660E-04   0.00000E+00   0.00000E+00   3.32480E-01   2.76343E-01   3.30237E+02      1 -7.64170E-03  -8.57844E-03   0.00000E+00   0.00000E+00
  1.44783E-01   5.17455E-01  -4.64108E-01   6.59117E+00   9.84190E-35   5.19092-270  -5.09103E-03  -6.64127E-04   0.00000E+00   0.00000E+00   3.34015E-01   2.76464E-01   3.30737E+02      1 -7.68446E-03  -8.53465E-03   0.00000E+00   0.00000E+00
  1.31566E-01   5.16074E-01  -4.22117E-01   6.59560E+00   9.84190E-35   5.19092-270  -5.09420E-03  -6.03650E-04   0.00000E+00   0.00000E+00   3.35554E-01   2.76585E-01   3.31236E+02      1 -7.72700E-03  -8.49117E-03   0.00000E+00   0.00000E+00
  1.18365E-01   5.14826E-01  -3.80072E-01   6.59961E+00   9.84190E-35   5.19092-270  -5.09707E-03  -5.43222E-04   0.00000E+00   0.00000E+00   3.37097E-01   2.76705E-01   3.31736E+02      1 -7.76932E-03  -8.44800E-03   0.00000E+00   0.00000E+00
  1.05180E-01   5.13709E-01  -3.37977E-01   6.60320E+00   9.84190E-35   5.19092-270  -5.09963E-03  -4.82840E-04   0.00000E+00   0.00000E+00   3.38644E-01   2.76826E-01   3.32236E+02      1 -7.81142E-03  -8.40514E-03   0.00000E+00   0.00000E+00
  9.20079E-02   5.12723E-01  -2.95838E-01   6.60636E+00   9.84190E-35   5.19092-270  -5.10189E-03  -4.22498E-04   0.00000E+00   0.00000E+00   3.40193E-01   2.76946E-01   3.32736E+02      1 -7.85332E-03  -8.36257E-03   0.00000E+00   0.00000E+00
  7.88482E-02   5.11870E-01  -2.53661E-01   6.60911E+00   9.84190E-35   5.19092-270  -5.10386E-03  -3.62190E-04   0.00000E+00   0.00000E+00   3.41746E-01   2.77067E-01   3.33235E+02      1 -7.89500E-03  -8.32029E-03   0.00000E+00   0.00000E+00
  6.56988E-02   5.11147E-01  -2.11450E-01   6.61143E+00   9.84190E-35   5.19092-270  -5.10551E-03  -3.01913E-04   0.00000E+00   0.00000E+00   3.43301E-01   2.77187E-01   3.33735E+02      1 -7.93647E-03  -8.27830E-03   0.00000E+00   0.00000E+00
  5.25579E-02   5.10557E-01  -1.69213E-01   6.61334E+00   9.84190E-35   5.19092-270  -5.10687E-03  -2.41661E-04   0.00000E+00   0.00000E+00   3.44858E-01   2.77307E-01   3.34235E+02      1 -7.97773E-03  -8.23660E-03   0.00000E+00   0.00000E+00
  3.94239E-02   5.10097E-01  -1.26953E-01   6.61482E+00   9.84190E-35   5.19092-270  -5.10793E-03  -1.81428E-04   0.00000E+00   0.00000E+00   3.46416E-01   2.77427E-01   3.34734E+02      1 -8.01879E-03  -8.19517E-03   0.00000E+00   0.00000E+00
  2.62950E-02   5.09769E-01  -8.46764E-02   6.61587E+00   9.84190E-35   5.19092-270  -5.10869E-03  -1.21211E-04   0.00000E+00   0.00000E+00   3.47976E-01   2.77548E-01   3.35234E+02      1 -8.05963E-03  -8.15402E-03   0.00000E+00   0.00000E+00
  1.31695E-02   5.09571E-01  -4.23891E-02   6.61651E+00   9.84190E-35   5.19092-270  -5.10914E-03  -6.10039E-05   0.00000E+00   0.00000E+00   3.49536E-01   2.77668E-01   3.35734E+02      1 -8.10028E-03  -8.11315E-03   0.00000E+00   0.00000E+00
  4.57076E-05   5.09505E-01  -9.63080E-05   6.61672E+00   9.84190E-35   5.19092-270  -5.10930E-03  -8.01680E-07   0.00000E+00   0.00000E+00   3.51097E-01   2.77788E-01   3.36233E+02      1 -8.14072E-03  -8.07254E-03   0.00000E+00   0.00000E+00
  6.42487E-07   5.09505E-01   1.78995E-07   6.61672E+00   9.84190E-35   5.19092-270  -5.10930E-03  -3.71974E-07   0.00000E+00   0.00000E+00   3.51101E-01   2.77788E-01   3.36235E+02      1 -8.14081E-03  -8.07173E-03   0.00000E+00   0.00000E+00
  6.42487E-07   5.09505E-01   1.78995E-07   6.61672E+00   9.84190E-35   5.19092-270  -5.10930E-03  -3.71974E-07   0.00000E+00   0.00000E+00   3.51101E-01   2.77788E-01   3.36235E+02      1 -8.14081E-03  -8.07173E-03   0.00000E+00   0.00000E+00
