# F0(1,2),  F0(1,1),  F0(3,4),  F0(3,3) ,  F0(5,6),  F0(5,5),  F0(1,6),  F0(2,6),  F0(3,6),  F0(4,6),  PHY/(2.D0*PI),  PHZ/(2.D0*PI),  SCUM,  NOEL,  R(1,6),  R(2,6),  R(3,6),  R(4,6)
 -9.08459E-01   5.42963E+00   3.71590E-01   9.09993E-01   9.84190E-35   5.19092-270   2.57955E-03   2.04585E-03   0.00000E+00   0.00000E+00   1.70246E-01   1.04875E-01   1.49646E+02      1  1.05917E-02   6.92324E-04   0.00000E+00   0.00000E+00
 -8.61288E-01   5.44730E+00   3.50731E-01   9.02782E-01   9.84190E-35   5.19092-270   2.59944E-03   1.93719E-03   0.00000E+00   0.00000E+00   1.70538E-01   1.06629E-01   1.50645E+02      1  1.05977E-02   5.09406E-04   0.00000E+00   0.00000E+00
 -8.13798E-01   5.46403E+00   3.30001E-01   8.95985E-01   9.84190E-35   5.19092-270   2.61823E-03   1.82820E-03   0.00000E+00   0.00000E+00   1.70829E-01   1.08395E-01   1.51643E+02      1  1.06019E-02   3.26303E-04   0.00000E+00   0.00000E+00
 -7.66006E-01   5.47980E+00   3.09394E-01   8.89602E-01   9.84190E-35   5.19092-270   2.63594E-03   1.71892E-03   0.00000E+00   0.00000E+00   1.71120E-01   1.10175E-01   1.52642E+02      1  1.06042E-02   1.43038E-04   0.00000E+00   0.00000E+00
 -7.17931E-01   5.49462E+00   2.88902E-01   8.83629E-01   9.84190E-35   5.19092-270   2.65255E-03   1.60935E-03   0.00000E+00   0.00000E+00   1.71409E-01   1.11968E-01   1.53640E+02      1  1.06047E-02  -4.03626E-05   0.00000E+00   0.00000E+00
 -6.69590E-01   5.50847E+00   2.68516E-01   8.78064E-01   9.84190E-35   5.19092-270   2.66807E-03   1.49953E-03   0.00000E+00   0.00000E+00   1.71698E-01   1.13772E-01   1.54638E+02      1  1.06034E-02  -2.23875E-04   0.00000E+00   0.00000E+00
 -6.21000E-01   5.52136E+00   2.48230E-01   8.72905E-01   9.84190E-35   5.19092-270   2.68250E-03   1.38945E-03   0.00000E+00   0.00000E+00   1.71986E-01   1.15587E-01   1.55637E+02      1  1.06003E-02  -4.07473E-04   0.00000E+00   0.00000E+00
 -5.72181E-01   5.53327E+00   2.28036E-01   8.68150E-01   9.84190E-35   5.19092-270   2.69582E-03   1.27915E-03   0.00000E+00   0.00000E+00   1.72274E-01   1.17412E-01   1.56635E+02      1  1.05953E-02  -5.91133E-04   0.00000E+00   0.00000E+00
 -5.23149E-01   5.54421E+00   2.07927E-01   8.63798E-01   9.84190E-35   5.19092-270   2.70804E-03   1.16863E-03   0.00000E+00   0.00000E+00   1.72561E-01   1.19247E-01   1.57633E+02      1  1.05885E-02  -7.74829E-04   0.00000E+00   0.00000E+00
 -4.73924E-01   5.55416E+00   1.87894E-01   8.59846E-01   9.84190E-35   5.19092-270   2.71915E-03   1.05793E-03   0.00000E+00   0.00000E+00   1.72847E-01   1.21091E-01   1.58632E+02      1  1.05798E-02  -9.58537E-04   0.00000E+00   0.00000E+00
 -4.24524E-01   5.56314E+00   1.67931E-01   8.56294E-01   9.84190E-35   5.19092-270   2.72916E-03   9.47050E-04   0.00000E+00   0.00000E+00   1.73133E-01   1.22943E-01   1.59630E+02      1  1.05693E-02  -1.14223E-03   0.00000E+00   0.00000E+00
 -3.74966E-01   5.57112E+00   1.48030E-01   8.53139E-01   9.84190E-35   5.19092-270   2.73806E-03   8.36017E-04   0.00000E+00   0.00000E+00   1.73418E-01   1.24802E-01   1.60629E+02      1  1.05570E-02  -1.32589E-03   0.00000E+00   0.00000E+00
 -3.25269E-01   5.57811E+00   1.28184E-01   8.50382E-01   9.84190E-35   5.19092-270   2.74585E-03   7.24846E-04   0.00000E+00   0.00000E+00   1.73703E-01   1.26667E-01   1.61627E+02      1  1.05429E-02  -1.50948E-03   0.00000E+00   0.00000E+00
 -2.75451E-01   5.58411E+00   1.08386E-01   8.48020E-01   9.84190E-35   5.19092-270   2.75254E-03   6.13557E-04   0.00000E+00   0.00000E+00   1.73988E-01   1.28539E-01   1.62625E+02      1  1.05269E-02  -1.69299E-03   0.00000E+00   0.00000E+00
 -2.25532E-01   5.58911E+00   8.86277E-02   8.46053E-01   9.84190E-35   5.19092-270   2.75811E-03   5.02167E-04   0.00000E+00   0.00000E+00   1.74272E-01   1.30415E-01   1.63624E+02      1  1.05090E-02  -1.87638E-03   0.00000E+00   0.00000E+00
 -1.75529E-01   5.59311E+00   6.89023E-02   8.44480E-01   9.84190E-35   5.19092-270   2.76256E-03   3.90695E-04   0.00000E+00   0.00000E+00   1.74557E-01   1.32294E-01   1.64622E+02      1  1.04894E-02  -2.05963E-03   0.00000E+00   0.00000E+00
 -1.25461E-01   5.59612E+00   4.92023E-02   8.43301E-01   9.84190E-35   5.19092-270   2.76591E-03   2.79159E-04   0.00000E+00   0.00000E+00   1.74841E-01   1.34177E-01   1.65620E+02      1  1.04679E-02  -2.24273E-03   0.00000E+00   0.00000E+00
 -7.53466E-02   5.59813E+00   2.95206E-02   8.42515E-01   9.84190E-35   5.19092-270   2.76814E-03   1.67577E-04   0.00000E+00   0.00000E+00   1.75125E-01   1.36063E-01   1.66619E+02      1  1.04446E-02  -2.42563E-03   0.00000E+00   0.00000E+00
 -2.52043E-02   5.59913E+00   9.84987E-03   8.42122E-01   9.84190E-35   5.19092-270   2.76925E-03   5.59676E-05   0.00000E+00   0.00000E+00   1.75408E-01   1.37949E-01   1.67617E+02      1  1.04195E-02  -2.60832E-03   0.00000E+00   0.00000E+00
  2.49474E-02   5.59913E+00  -9.81724E-03   8.42122E-01   9.84190E-35   5.19092-270   2.76925E-03  -5.56509E-05   0.00000E+00   0.00000E+00   1.75692E-01   1.39836E-01   1.68616E+02      1  1.03925E-02  -2.79077E-03   0.00000E+00   0.00000E+00
  7.50898E-02   5.59813E+00  -2.94880E-02   8.42514E-01   9.84190E-35   5.19092-270   2.76814E-03  -1.67260E-04   0.00000E+00   0.00000E+00   1.75976E-01   1.41723E-01   1.69614E+02      1  1.03638E-02  -2.97297E-03   0.00000E+00   0.00000E+00
  1.25204E-01   5.59613E+00  -4.91697E-02   8.43300E-01   9.84190E-35   5.19092-270   2.76591E-03  -2.78842E-04   0.00000E+00   0.00000E+00   1.76260E-01   1.43608E-01   1.70612E+02      1  1.03332E-02  -3.15487E-03   0.00000E+00   0.00000E+00
  1.75273E-01   5.59313E+00  -6.88696E-02   8.44478E-01   9.84190E-35   5.19092-270   2.76257E-03  -3.90379E-04   0.00000E+00   0.00000E+00   1.76544E-01   1.45491E-01   1.71611E+02      1  1.03008E-02  -3.33646E-03   0.00000E+00   0.00000E+00
  2.25276E-01   5.58913E+00  -8.85950E-02   8.46050E-01   9.84190E-35   5.19092-270   2.75812E-03  -5.01851E-04   0.00000E+00   0.00000E+00   1.76828E-01   1.47371E-01   1.72609E+02      1  1.02666E-02  -3.51772E-03   0.00000E+00   0.00000E+00
  2.75196E-01   5.58414E+00  -1.08353E-01   8.48016E-01   9.84190E-35   5.19092-270   2.75255E-03  -6.13241E-04   0.00000E+00   0.00000E+00   1.77112E-01   1.49247E-01   1.73608E+02      1  1.02305E-02  -3.69861E-03   0.00000E+00   0.00000E+00
  3.25014E-01   5.57814E+00  -1.28152E-01   8.50378E-01   9.84190E-35   5.19092-270   2.74588E-03  -7.24530E-04   0.00000E+00   0.00000E+00   1.77397E-01   1.51118E-01   1.74606E+02      1  1.01927E-02  -3.87912E-03   0.00000E+00   0.00000E+00
  3.74711E-01   5.57116E+00  -1.47997E-01   8.53134E-01   9.84190E-35   5.19092-270   2.73809E-03  -8.35701E-04   0.00000E+00   0.00000E+00   1.77682E-01   1.52983E-01   1.75604E+02      1  1.01531E-02  -4.05921E-03   0.00000E+00   0.00000E+00
  4.24270E-01   5.56318E+00  -1.67898E-01   8.56288E-01   9.84190E-35   5.19092-270   2.72919E-03  -9.46735E-04   0.00000E+00   0.00000E+00   1.77968E-01   1.54843E-01   1.76603E+02      1  1.01117E-02  -4.23887E-03   0.00000E+00   0.00000E+00
  4.73672E-01   5.55421E+00  -1.87861E-01   8.59840E-01   9.84190E-35   5.19092-270   2.71918E-03  -1.05761E-03   0.00000E+00   0.00000E+00   1.78253E-01   1.56694E-01   1.77601E+02      1  1.00684E-02  -4.41807E-03   0.00000E+00   0.00000E+00
  5.22898E-01   5.54426E+00  -2.07893E-01   8.63791E-01   9.84190E-35   5.19092-270   2.70807E-03  -1.16832E-03   0.00000E+00   0.00000E+00   1.78540E-01   1.58538E-01   1.78599E+02      1  1.00234E-02  -4.59679E-03   0.00000E+00   0.00000E+00
  5.71930E-01   5.53333E+00  -2.28003E-01   8.68143E-01   9.84190E-35   5.19092-270   2.69585E-03  -1.27883E-03   0.00000E+00   0.00000E+00   1.78827E-01   1.60373E-01   1.79598E+02      1  9.97665E-03  -4.77500E-03   0.00000E+00   0.00000E+00
  6.20751E-01   5.52142E+00  -2.48197E-01   8.72897E-01   9.84190E-35   5.19092-270   2.68254E-03  -1.38914E-03   0.00000E+00   0.00000E+00   1.79114E-01   1.62199E-01   1.80596E+02      1  9.92809E-03  -4.95267E-03   0.00000E+00   0.00000E+00
  6.69341E-01   5.50854E+00  -2.68482E-01   8.78055E-01   9.84190E-35   5.19092-270   2.66812E-03  -1.49921E-03   0.00000E+00   0.00000E+00   1.79402E-01   1.64014E-01   1.81595E+02      1  9.87776E-03  -5.12979E-03   0.00000E+00   0.00000E+00
  7.17684E-01   5.49469E+00  -2.88868E-01   8.83619E-01   9.84190E-35   5.19092-270   2.65260E-03  -1.60904E-03   0.00000E+00   0.00000E+00   1.79691E-01   1.65818E-01   1.82593E+02      1  9.82566E-03  -5.30632E-03   0.00000E+00   0.00000E+00
  7.65761E-01   5.47988E+00  -3.09360E-01   8.89592E-01   9.84190E-35   5.19092-270   2.63599E-03  -1.71861E-03   0.00000E+00   0.00000E+00   1.79981E-01   1.67610E-01   1.83591E+02      1  9.77180E-03  -5.48225E-03   0.00000E+00   0.00000E+00
  8.13554E-01   5.46411E+00  -3.29967E-01   8.95975E-01   9.84190E-35   5.19092-270   2.61828E-03  -1.82789E-03   0.00000E+00   0.00000E+00   1.80271E-01   1.69390E-01   1.84590E+02      1  9.71619E-03  -5.65754E-03   0.00000E+00   0.00000E+00
  8.61046E-01   5.44739E+00  -3.50696E-01   9.02770E-01   9.84190E-35   5.19092-270   2.59949E-03  -1.93687E-03   0.00000E+00   0.00000E+00   1.80562E-01   1.71157E-01   1.85588E+02      1  9.65883E-03  -5.83218E-03   0.00000E+00   0.00000E+00
  9.08219E-01   5.42972E+00  -3.71555E-01   9.09980E-01   9.84190E-35   5.19092-270   2.57961E-03  -2.04554E-03   0.00000E+00   0.00000E+00   1.80855E-01   1.72910E-01   1.86586E+02      1  9.59974E-03  -6.00615E-03   0.00000E+00   0.00000E+00
  9.55055E-01   5.41112E+00  -3.92552E-01   9.17609E-01   9.84190E-35   5.19092-270   2.55865E-03  -2.15387E-03   0.00000E+00   0.00000E+00   1.81148E-01   1.74649E-01   1.87585E+02      1  9.53891E-03  -6.17941E-03   0.00000E+00   0.00000E+00
  1.00154E+00   5.39158E+00  -4.13694E-01   9.25658E-01   9.84190E-35   5.19092-270   2.53660E-03  -2.26185E-03   0.00000E+00   0.00000E+00   1.81442E-01   1.76373E-01   1.88583E+02      1  9.47635E-03  -6.35194E-03   0.00000E+00   0.00000E+00
  1.04765E+00   5.37112E+00  -4.34989E-01   9.34131E-01   9.84190E-35   5.19092-270   2.51348E-03  -2.36945E-03   0.00000E+00   0.00000E+00   1.81737E-01   1.78082E-01   1.89582E+02      1  9.41207E-03  -6.52372E-03   0.00000E+00   0.00000E+00
  1.09337E+00   5.34974E+00  -4.56445E-01   9.43031E-01   9.84190E-35   5.19092-270   2.48929E-03  -2.47667E-03   0.00000E+00   0.00000E+00   1.82034E-01   1.79775E-01   1.90580E+02      1  9.34609E-03  -6.69473E-03   0.00000E+00   0.00000E+00
  1.13869E+00   5.32746E+00  -4.78071E-01   9.52360E-01   9.84190E-35   5.19092-270   2.46403E-03  -2.58347E-03   0.00000E+00   0.00000E+00   1.82331E-01   1.81452E-01   1.91578E+02      1  9.27840E-03  -6.86495E-03   0.00000E+00   0.00000E+00
  1.18359E+00   5.30427E+00  -4.99874E-01   9.62124E-01   9.84190E-35   5.19092-270   2.43771E-03  -2.68986E-03   0.00000E+00   0.00000E+00   1.82630E-01   1.83112E-01   1.92577E+02      1  9.20901E-03  -7.03434E-03   0.00000E+00   0.00000E+00
  1.22805E+00   5.28019E+00  -5.21861E-01   9.72324E-01   9.84190E-35   5.19092-270   2.41032E-03  -2.79580E-03   0.00000E+00   0.00000E+00   1.82930E-01   1.84755E-01   1.93575E+02      1  9.13794E-03  -7.20288E-03   0.00000E+00   0.00000E+00
  1.27205E+00   5.25523E+00  -5.44042E-01   9.82965E-01   9.84190E-35   5.19092-270   2.38188E-03  -2.90128E-03   0.00000E+00   0.00000E+00   1.83232E-01   1.86380E-01   1.94573E+02      1  9.06519E-03  -7.37056E-03   0.00000E+00   0.00000E+00
  1.31558E+00   5.22939E+00  -5.66425E-01   9.94052E-01   9.84190E-35   5.19092-270   2.35239E-03  -3.00629E-03   0.00000E+00   0.00000E+00   1.83535E-01   1.87987E-01   1.95572E+02      1  8.99077E-03  -7.53735E-03   0.00000E+00   0.00000E+00
  1.35863E+00   5.20269E+00  -5.89017E-01   1.00559E+00   9.84190E-35   5.19092-270   2.32185E-03  -3.11080E-03   0.00000E+00   0.00000E+00   1.83840E-01   1.89577E-01   1.96570E+02      1  8.91468E-03  -7.70322E-03   0.00000E+00   0.00000E+00
  1.40117E+00   5.17513E+00  -6.11828E-01   1.01758E+00   9.84190E-35   5.19092-270   2.29028E-03  -3.21479E-03   0.00000E+00   0.00000E+00   1.84146E-01   1.91148E-01   1.97569E+02      1  8.83695E-03  -7.86816E-03   0.00000E+00   0.00000E+00
  1.44319E+00   5.14673E+00  -6.34865E-01   1.03002E+00   9.84190E-35   5.19092-270   2.25766E-03  -3.31826E-03   0.00000E+00   0.00000E+00   1.84454E-01   1.92700E-01   1.98567E+02      1  8.75758E-03  -8.03213E-03   0.00000E+00   0.00000E+00
  1.48468E+00   5.11750E+00  -6.58138E-01   1.04293E+00   9.84190E-35   5.19092-270   2.22402E-03  -3.42118E-03   0.00000E+00   0.00000E+00   1.84763E-01   1.94233E-01   1.99565E+02      1  8.67657E-03  -8.19513E-03   0.00000E+00   0.00000E+00
  1.52562E+00   5.08744E+00  -6.81654E-01   1.05631E+00   9.84190E-35   5.19092-270   2.18935E-03  -3.52354E-03   0.00000E+00   0.00000E+00   1.85075E-01   1.95747E-01   2.00564E+02      1  8.59394E-03  -8.35711E-03   0.00000E+00   0.00000E+00
  1.56599E+00   5.05657E+00  -7.05423E-01   1.07015E+00   9.84190E-35   5.19092-270   2.15367E-03  -3.62532E-03   0.00000E+00   0.00000E+00   1.85388E-01   1.97241E-01   2.01562E+02      1  8.50970E-03  -8.51807E-03   0.00000E+00   0.00000E+00
  1.60578E+00   5.02490E+00  -7.29453E-01   1.08448E+00   9.84190E-35   5.19092-270   2.11697E-03  -3.72650E-03   0.00000E+00   0.00000E+00   1.85703E-01   1.98716E-01   2.02561E+02      1  8.42386E-03  -8.67798E-03   0.00000E+00   0.00000E+00
  1.64498E+00   4.99244E+00  -7.53753E-01   1.09929E+00   9.84190E-35   5.19092-270   2.07926E-03  -3.82706E-03   0.00000E+00   0.00000E+00   1.86021E-01   2.00172E-01   2.03559E+02      1  8.33642E-03  -8.83681E-03   0.00000E+00   0.00000E+00
  1.68357E+00   4.95921E+00  -7.78332E-01   1.11458E+00   9.84190E-35   5.19092-270   2.04055E-03  -3.92700E-03   0.00000E+00   0.00000E+00   1.86340E-01   2.01607E-01   2.04557E+02      1  8.24741E-03  -8.99455E-03   0.00000E+00   0.00000E+00
  1.72154E+00   4.92521E+00  -8.03200E-01   1.13037E+00   9.84190E-35   5.19092-270   2.00085E-03  -4.02628E-03   0.00000E+00   0.00000E+00   1.86661E-01   2.03023E-01   2.05556E+02      1  8.15682E-03  -9.15117E-03   0.00000E+00   0.00000E+00
  1.75886E+00   4.89046E+00  -8.28365E-01   1.14666E+00   9.84190E-35   5.19092-270   1.96016E-03  -4.12490E-03   0.00000E+00   0.00000E+00   1.86985E-01   2.04419E-01   2.06554E+02      1  8.06468E-03  -9.30666E-03   0.00000E+00   0.00000E+00
  1.79554E+00   4.85497E+00  -8.53837E-01   1.16345E+00   9.84190E-35   5.19092-270   1.91849E-03  -4.22284E-03   0.00000E+00   0.00000E+00   1.87311E-01   2.05794E-01   2.07552E+02      1  7.97099E-03  -9.46098E-03   0.00000E+00   0.00000E+00
  1.83155E+00   4.81875E+00  -8.79626E-01   1.18076E+00   9.84190E-35   5.19092-270   1.87584E-03  -4.32008E-03   0.00000E+00   0.00000E+00   1.87640E-01   2.07150E-01   2.08551E+02      1  7.87577E-03  -9.61412E-03   0.00000E+00   0.00000E+00
  1.86688E+00   4.78183E+00  -9.05740E-01   1.19858E+00   9.84190E-35   5.19092-270   1.83223E-03  -4.41661E-03   0.00000E+00   0.00000E+00   1.87971E-01   2.08486E-01   2.09549E+02      1  7.77902E-03  -9.76605E-03   0.00000E+00   0.00000E+00
  1.90152E+00   4.74420E+00  -9.32190E-01   1.21693E+00   9.84190E-35   5.19092-270   1.78765E-03  -4.51241E-03   0.00000E+00   0.00000E+00   1.88304E-01   2.09801E-01   2.10548E+02      1  7.68077E-03  -9.91676E-03   0.00000E+00   0.00000E+00
  1.93546E+00   4.70589E+00  -9.58985E-01   1.23581E+00   9.84190E-35   5.19092-270   1.74213E-03  -4.60746E-03   0.00000E+00   0.00000E+00   1.88641E-01   2.11097E-01   2.11546E+02      1  7.58101E-03  -1.00662E-02   0.00000E+00   0.00000E+00
  1.96868E+00   4.66691E+00  -9.86135E-01   1.25523E+00   9.84190E-35   5.19092-270   1.69566E-03  -4.70175E-03   0.00000E+00   0.00000E+00   1.88980E-01   2.12373E-01   2.12544E+02      1  7.47977E-03  -1.02144E-02   0.00000E+00   0.00000E+00
  2.00117E+00   4.62727E+00  -1.01365E+00   1.27520E+00   9.84190E-35   5.19092-270   1.64825E-03  -4.79525E-03   0.00000E+00   0.00000E+00   1.89322E-01   2.13629E-01   2.13543E+02      1  7.37706E-03  -1.03613E-02   0.00000E+00   0.00000E+00
  2.03292E+00   4.58699E+00  -1.04154E+00   1.29572E+00   9.84190E-35   5.19092-270   1.59991E-03  -4.88797E-03   0.00000E+00   0.00000E+00   1.89667E-01   2.14865E-01   2.14541E+02      1  7.27289E-03  -1.05069E-02   0.00000E+00   0.00000E+00
  2.06391E+00   4.54609E+00  -1.06982E+00   1.31680E+00   9.84190E-35   5.19092-270   1.55065E-03  -4.97987E-03   0.00000E+00   0.00000E+00   1.90015E-01   2.16082E-01   2.15539E+02      1  7.16726E-03  -1.06512E-02   0.00000E+00   0.00000E+00
  2.09415E+00   4.50457E+00  -1.09849E+00   1.33844E+00   9.84190E-35   5.19092-270   1.50048E-03  -5.07095E-03   0.00000E+00   0.00000E+00   1.90366E-01   2.17279E-01   2.16538E+02      1  7.06021E-03  -1.07941E-02   0.00000E+00   0.00000E+00
  2.12360E+00   4.46246E+00  -1.12757E+00   1.36067E+00   9.84190E-35   5.19092-270   1.44940E-03  -5.16118E-03   0.00000E+00   0.00000E+00   1.90720E-01   2.18456E-01   2.17536E+02      1  6.95174E-03  -1.09356E-02   0.00000E+00   0.00000E+00
  2.15227E+00   4.41976E+00  -1.15707E+00   1.38347E+00   9.84190E-35   5.19092-270   1.39742E-03  -5.25056E-03   0.00000E+00   0.00000E+00   1.91078E-01   2.19614E-01   2.18535E+02      1  6.84186E-03  -1.10758E-02   0.00000E+00   0.00000E+00
  2.18014E+00   4.37651E+00  -1.18700E+00   1.40688E+00   9.84190E-35   5.19092-270   1.34456E-03  -5.33907E-03   0.00000E+00   0.00000E+00   1.91439E-01   2.20753E-01   2.19533E+02      1  6.73058E-03  -1.12145E-02   0.00000E+00   0.00000E+00
  2.20721E+00   4.33270E+00  -1.21736E+00   1.43088E+00   9.84190E-35   5.19092-270   1.29082E-03  -5.42669E-03   0.00000E+00   0.00000E+00   1.91804E-01   2.21873E-01   2.20531E+02      1  6.61793E-03  -1.13518E-02   0.00000E+00   0.00000E+00
  2.23345E+00   4.28836E+00  -1.24818E+00   1.45550E+00   9.84190E-35   5.19092-270   1.23621E-03  -5.51340E-03   0.00000E+00   0.00000E+00   1.92173E-01   2.22974E-01   2.21530E+02      1  6.50392E-03  -1.14877E-02   0.00000E+00   0.00000E+00
  2.25887E+00   4.24351E+00  -1.27946E+00   1.48073E+00   9.84190E-35   5.19092-270   1.18073E-03  -5.59920E-03   0.00000E+00   0.00000E+00   1.92545E-01   2.24057E-01   2.22528E+02      1  6.38856E-03  -1.16220E-02   0.00000E+00   0.00000E+00
  2.28346E+00   4.19816E+00  -1.31121E+00   1.50659E+00   9.84190E-35   5.19092-270   1.12441E-03  -5.68407E-03   0.00000E+00   0.00000E+00   1.92922E-01   2.25120E-01   2.23526E+02      1  6.27186E-03  -1.17549E-02   0.00000E+00   0.00000E+00
  2.30719E+00   4.15232E+00  -1.34345E+00   1.53310E+00   9.84190E-35   5.19092-270   1.06724E-03  -5.76798E-03   0.00000E+00   0.00000E+00   1.93302E-01   2.26166E-01   2.24525E+02      1  6.15385E-03  -1.18863E-02   0.00000E+00   0.00000E+00
  2.33008E+00   4.10602E+00  -1.37619E+00   1.56025E+00   9.84190E-35   5.19092-270   1.00924E-03  -5.85094E-03   0.00000E+00   0.00000E+00   1.93687E-01   2.27193E-01   2.25523E+02      1  6.03453E-03  -1.20162E-02   0.00000E+00   0.00000E+00
  2.35210E+00   4.05927E+00  -1.40943E+00   1.58806E+00   9.84190E-35   5.19092-270   9.50418E-04  -5.93292E-03   0.00000E+00   0.00000E+00   1.94076E-01   2.28203E-01   2.26522E+02      1  5.91392E-03  -1.21445E-02   0.00000E+00   0.00000E+00
  2.37324E+00   4.01209E+00  -1.44320E+00   1.61654E+00   9.84190E-35   5.19092-270   8.90781E-04  -6.01391E-03   0.00000E+00   0.00000E+00   1.94470E-01   2.29195E-01   2.27520E+02      1  5.79204E-03  -1.22712E-02   0.00000E+00   0.00000E+00
  2.39351E+00   3.96450E+00  -1.47750E+00   1.64570E+00   9.84190E-35   5.19092-270   8.30340E-04  -6.09389E-03   0.00000E+00   0.00000E+00   1.94868E-01   2.30169E-01   2.28518E+02      1  5.66890E-03  -1.23964E-02   0.00000E+00   0.00000E+00
  2.41290E+00   3.91651E+00  -1.51235E+00   1.67555E+00   9.84190E-35   5.19092-270   7.69106E-04  -6.17286E-03   0.00000E+00   0.00000E+00   1.95272E-01   2.31126E-01   2.29517E+02      1  5.54452E-03  -1.25199E-02   0.00000E+00   0.00000E+00
  2.43138E+00   3.86814E+00  -1.54776E+00   1.70610E+00   9.84190E-35   5.19092-270   7.07089E-04  -6.25079E-03   0.00000E+00   0.00000E+00   1.95680E-01   2.32066E-01   2.30515E+02      1  5.41891E-03  -1.26418E-02   0.00000E+00   0.00000E+00
  2.44897E+00   3.81941E+00  -1.58375E+00   1.73736E+00   9.84190E-35   5.19092-270   6.44299E-04  -6.32767E-03   0.00000E+00   0.00000E+00   1.96093E-01   2.32989E-01   2.31514E+02      1  5.29210E-03  -1.27621E-02   0.00000E+00   0.00000E+00
  2.46565E+00   3.77034E+00  -1.62032E+00   1.76935E+00   9.84190E-35   5.19092-270   5.80747E-04  -6.40350E-03   0.00000E+00   0.00000E+00   1.96512E-01   2.33895E-01   2.32512E+02      1  5.16409E-03  -1.28808E-02   0.00000E+00   0.00000E+00
  2.48142E+00   3.72095E+00  -1.65749E+00   1.80207E+00   9.84190E-35   5.19092-270   5.16443E-04  -6.47825E-03   0.00000E+00   0.00000E+00   1.96936E-01   2.34785E-01   2.33510E+02      1  5.03491E-03  -1.29977E-02   0.00000E+00   0.00000E+00
  2.49627E+00   3.67125E+00  -1.69527E+00   1.83554E+00   9.84190E-35   5.19092-270   4.51399E-04  -6.55191E-03   0.00000E+00   0.00000E+00   1.97366E-01   2.35658E-01   2.34509E+02      1  4.90457E-03  -1.31130E-02   0.00000E+00   0.00000E+00
  2.51019E+00   3.62126E+00  -1.73369E+00   1.86978E+00   9.84190E-35   5.19092-270   3.85625E-04  -6.62448E-03   0.00000E+00   0.00000E+00   1.97802E-01   2.36516E-01   2.35507E+02      1  4.77309E-03  -1.32266E-02   0.00000E+00   0.00000E+00
  2.52319E+00   3.57101E+00  -1.77274E+00   1.90478E+00   9.84190E-35   5.19092-270   3.19131E-04  -6.69593E-03   0.00000E+00   0.00000E+00   1.98244E-01   2.37358E-01   2.36505E+02      1  4.64048E-03  -1.33384E-02   0.00000E+00   0.00000E+00
  2.53525E+00   3.52050E+00  -1.81245E+00   1.94058E+00   9.84190E-35   5.19092-270   2.51931E-04  -6.76625E-03   0.00000E+00   0.00000E+00   1.98692E-01   2.38185E-01   2.37504E+02      1  4.50676E-03  -1.34485E-02   0.00000E+00   0.00000E+00
  2.54637E+00   3.46977E+00  -1.85284E+00   1.97717E+00   9.84190E-35   5.19092-270   1.84033E-04  -6.83543E-03   0.00000E+00   0.00000E+00   1.99146E-01   2.38996E-01   2.38502E+02      1  4.37195E-03  -1.35569E-02   0.00000E+00   0.00000E+00
  2.55655E+00   3.41882E+00  -1.89391E+00   2.01457E+00   9.84190E-35   5.19092-270   1.15451E-04  -6.90347E-03   0.00000E+00   0.00000E+00   1.99608E-01   2.39792E-01   2.39501E+02      1  4.23607E-03  -1.36634E-02   0.00000E+00   0.00000E+00
  2.56578E+00   3.36768E+00  -1.93568E+00   2.05281E+00   9.84190E-35   5.19092-270   4.61960E-05  -6.97033E-03   0.00000E+00   0.00000E+00   2.00076E-01   2.40573E-01   2.40499E+02      1  4.09914E-03  -1.37682E-02   0.00000E+00   0.00000E+00
  2.57406E+00   3.31636E+00  -1.97816E+00   2.09188E+00   9.84190E-35   5.19092-270  -2.37209E-05  -7.03602E-03   0.00000E+00   0.00000E+00   2.00551E-01   2.41340E-01   2.41497E+02      1  3.96117E-03  -1.38712E-02   0.00000E+00   0.00000E+00
  2.58138E+00   3.26489E+00  -2.02138E+00   2.13181E+00   9.84190E-35   5.19092-270  -9.42877E-05  -7.10053E-03   0.00000E+00   0.00000E+00   2.01034E-01   2.42093E-01   2.42496E+02      1  3.82218E-03  -1.39723E-02   0.00000E+00   0.00000E+00
  2.58775E+00   3.21328E+00  -2.06535E+00   2.17261E+00   9.84190E-35   5.19092-270  -1.65492E-04  -7.16383E-03   0.00000E+00   0.00000E+00   2.01525E-01   2.42831E-01   2.43494E+02      1  3.68219E-03  -1.40716E-02   0.00000E+00   0.00000E+00
  2.59317E+00   3.16155E+00  -2.11009E+00   2.21429E+00   9.84190E-35   5.19092-270  -2.37323E-04  -7.22591E-03   0.00000E+00   0.00000E+00   2.02023E-01   2.43555E-01   2.44492E+02      1  3.54121E-03  -1.41691E-02   0.00000E+00   0.00000E+00
  2.59762E+00   3.10972E+00  -2.15560E+00   2.25688E+00   9.84190E-35   5.19092-270  -3.09767E-04  -7.28678E-03   0.00000E+00   0.00000E+00   2.02530E-01   2.44266E-01   2.45491E+02      1  3.39928E-03  -1.42647E-02   0.00000E+00   0.00000E+00
  2.60111E+00   3.05782E+00  -2.20192E+00   2.30038E+00   9.84190E-35   5.19092-270  -3.82813E-04  -7.34641E-03   0.00000E+00   0.00000E+00   2.03045E-01   2.44964E-01   2.46489E+02      1  3.25640E-03  -1.43584E-02   0.00000E+00   0.00000E+00
